step	actor/distillation/loss	actor/distillation/loss_max	actor/distillation/loss_min	actor/distillation/overlap_ratio	actor/distillation/overlap_token_advantage	actor/distillation/student_mass	actor/distillation/student_mass_max	actor/distillation/student_mass_min	actor/distillation/teacher_mass	actor/distillation/teacher_mass_max	actor/distillation/teacher_mass_min	actor/entropy	actor/grad_norm	actor/loss	actor/lr	actor/perf/cpu_memory_used_gb	actor/perf/max_memory_allocated_gb	actor/perf/max_memory_reserved_gb	critic/advantages/max	critic/advantages/mean	critic/advantages/min	critic/returns/max	critic/returns/mean	critic/returns/min	critic/rewards/max	critic/rewards/mean	critic/rewards/min	critic/score/max	critic/score/mean	critic/score/min	global_seqlen/balanced_max	global_seqlen/balanced_min	global_seqlen/max	global_seqlen/mean	global_seqlen/min	global_seqlen/minmax_diff	num_turns/max	num_turns/mean	num_turns/min	perf/mfu/actor	perf/mfu/actor_infer	perf/throughput	perf/time_per_step	perf/total_num_tokens	prompt_length/clip_ratio	prompt_length/max	prompt_length/mean	prompt_length/min	response/aborted_ratio	response_length/clip_ratio	response_length/max	response_length/mean	response_length/min	response_length_non_aborted/clip_ratio	response_length_non_aborted/max	response_length_non_aborted/mean	response_length_non_aborted/min	rollout_corr/chi2_seq	rollout_corr/chi2_token	rollout_corr/k3_kl	rollout_corr/kl	rollout_corr/log_ppl_abs_diff	rollout_corr/log_ppl_diff	rollout_corr/log_ppl_diff_max	rollout_corr/log_ppl_diff_min	rollout_corr/ppl_ratio	rollout_corr/rollout_log_ppl	rollout_corr/rollout_ppl	rollout_corr/training_log_ppl	rollout_corr/training_ppl	timing_per_token_ms/adv	timing_per_token_ms/gen	timing_per_token_ms/update_actor	timing_s/adv	timing_s/agent_loop/compute_score/max	timing_s/agent_loop/compute_score/mean	timing_s/agent_loop/compute_score/min	timing_s/agent_loop/generate_sequences/max	timing_s/agent_loop/generate_sequences/mean	timing_s/agent_loop/generate_sequences/min	timing_s/agent_loop/num_preempted/max	timing_s/agent_loop/num_preempted/mean	timing_s/agent_loop/num_preempted/min	timing_s/agent_loop/slowest/compute_score	timing_s/agent_loop/slowest/generate_sequences	timing_s/agent_loop/slowest/num_preempted	timing_s/agent_loop/slowest/prompt_length	timing_s/agent_loop/slowest/response_length	timing_s/agent_loop/slowest/tool_calls	timing_s/agent_loop/tool_calls/max	timing_s/agent_loop/tool_calls/mean	timing_s/agent_loop/tool_calls/min	timing_s/gen	timing_s/old_log_prob	timing_s/reward	timing_s/save_checkpoint	timing_s/start_profile	timing_s/step	timing_s/stop_profile	timing_s/testing	timing_s/update_actor	timing_s/update_weights	training/epoch	training/global_step	training/rollout_actor_probs_pearson_corr	training/rollout_probs_diff_max	training/rollout_probs_diff_mean	training/rollout_probs_diff_std	training/rollout_probs_diff_valid	val-aux/DigitalLearningGmbH/MATH-lighteval/reward/mean@1	val-aux/num_turns/max	val-aux/num_turns/mean	val-aux/num_turns/min	val-core/DigitalLearningGmbH/MATH-lighteval/acc/mean@1
1	0.35527818492846563	19.576383590698242	0.0	0.5729278922080994	-0.01514233181528239	0.8727369958704169	1.000002145767212	0.00020906278223264962	0.9081873514435508	1.0000005960464478	0.042916059494018555	1.523371696472168	5.68936824798584	0.3552781939506531	1e-06	235.4578971862793	32.110708236694336	34.48828125	0.9999990463256836	0.009144249372184277	0.0	0.9999990463256836	0.009144249372184277	0.0	1.0	0.015625	0.0	1.0	0.015625	0.0	163426	163426	163426	163426.0	163426	0	2	2.0	2	0.2053041068312398	0.14859737716907875	624.6119532162477	130.82202410511672	163426	0.0	516.0	122.5234375	44.0	0.0	0.015625	16384.0	1154.2421875	2.0	0.015625	16384.0	1154.2421875	2.0	0.04419350624084473	0.0014635324478149414	0.0009336237562820315	0.0011407900601625443	0.007893597707152367	0.004904988221824169	0.0832967758178711	-0.025579452514648438	1.0050221681594849	2.6650900840759277	110.40338134765625	2.669995069503784	113.65388488769531	0.0006351644121542723	0.7356658854801246	0.07824641768830556	0.1038023792207241	10.327865405008197	6.61654093847028	0.006049677729606628	77.65728823468089	18.05446994974045	11.875212959945202	-1	-1.0	-1	0.014293549582362175	77.65728823468089	-1	105	16384	0.0	0.0	0.0	0.0	108.68948491849005	6.212046876549721	4.562549293041229e-05		0.0003373194485902786	130.82202410511672	5.278922617435455e-05		12.787499057129025	2.440475907176733	0	1	0.9997182488441467	0.34677016735076904	0.00328247738070786	0.009428289718925953	1					
2	0.2923385765752755	17.251869201660156	0.0	0.537764270718281	-0.012601008970075501	0.7877130210399628	1.000002145767212	7.33181950636208e-05	0.8169744542011848	1.0000005960464478	0.06095355749130249	2.444596529006958	7.212271213531494	0.2923385798931122	1e-06	239.31894302368164	43.056166648864746	45.42578125	0.9999990463256836	0.004765642806887627	0.0	0.9999990463256836	0.004765642806887627	0.0	1.0	0.015625	0.0	1.0	0.015625	0.0	216112	216112	216112	216112.0	216112	0	2	2.0	2	0.21862286179780918	0.3100858368175919	991.5889351365697	108.97257540002465	216112	0.0	743.0	127.7265625	47.0	0.0	0.0390625	16384.0	1560.6484375	2.0	0.0390625	16384.0	1560.6484375	2.0	0.9668233394622803	0.002680182456970215	0.0010093821911141276	0.000937541713938117	0.005284682381898165	0.0028798216953873634	0.05344963073730469	-0.06345033645629883	1.0029468536376953	2.4587550163269043	136.21234130859375	2.461634635925293	139.5062255859375	0.0006382465408056558	0.42483587715665067	0.07436113028720263	0.13793273642659187	0.029157500714063644	0.007913964131148532	0.0038604065775871277	78.19920334219933	7.216186970952549	0.12520582415163517	-1	-1.0	-1	0.020527701824903488	78.19596726447344	-1	125	16384	0.0	0.0	0.0	0.0	84.866489328444	5.0677337646484375	6.226636469364166e-05		6.809644401073456e-05	108.97257540002465	5.332566797733307e-05		16.070332588627934	2.28026607260108	0	2	0.9998237490653992	0.18598848581314087	0.002591241616755724	0.008150747045874596	1					
3	0.2629517868044786	25.9276123046875	0.0	0.553142806658378	-0.010550654627597677	0.7657866432116582	1.0000020265579224	1.0774048860184848e-05	0.8043118669436529	1.0000005960464478	0.052560288459062576	2.8095192909240723	5.492775917053223	0.2629517912864685	1e-06	240.19540405273438	43.056166648864746	45.42578125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207826	207826	207826	207826.0	207826	0	2	2.0	2	0.2177113948359052	0.31707069963776874	1079.708576861693	96.241710241884	207826	0.0	551.0	134.2265625	51.0	0.0	0.015625	16384.0	1489.4140625	2.0	0.015625	16384.0	1489.4140625	2.0	0.8677957057952881	0.0019698143005371094	0.0010405537905171514	0.0010907829273492098	0.005937579087913036	0.002646502573043108	0.10849285125732422	-0.028045654296875	1.002752423286438	2.935978651046753	164.12466430664062	2.9386253356933594	165.2764129638672	0.00039660595858243805	0.3878360080384149	0.07193647497477838	0.08242502994835377	0.04104413650929928	0.009607845116988756	0.003628164529800415	70.34570891782641	6.862411860623979	0.23525439016520977	-1	-1.0	-1	0.017072807997465134	70.34570891782641	-1	122	16384	0.0	0.0	0.0	0.0	73.9389957524836	4.0039585288614035	3.513135015964508e-05		5.937740206718445e-05	96.241710241884	5.301088094711304e-05		14.950269848108292	2.685013685375452	0	3	0.999833881855011	0.5711673498153687	0.0023644231259822845	0.007857841439545155	1					
4	0.35214200988411903	19.922428131103516	0.0	0.5981641574339434	-0.013771270840317646	0.7545724240216342	1.000002145767212	2.4343498807866126e-06	0.7940634109757163	1.0000005960464478	0.0355733297765255	2.776179552078247	6.358940124511719	0.35214200615882874	1e-06	239.5400505065918	43.056166648864746	45.42578125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	163602	163602	163602	163602.0	163602	0	2	2.0	2	0.20661402184944416	0.30914704580932434	979.8788031002281	83.48073225095868	163602	0.0	529.0	130.09375	47.0	0.0	0.0078125	16384.0	1148.046875	2.0	0.0078125	16384.0	1148.046875	2.0	0.9383080005645752	0.0025626420974731445	0.001135508413426578	0.000993063673377037	0.00825075339525938	0.0044281152077019215	0.07692241668701172	-0.0489349365234375	1.0045655965805054	2.9298412799835205	306.48846435546875	2.934269428253174	318.98553466796875	0.000512845997940006	0.44027949017594564	0.07565960902986421	0.08390263095498085	0.06445115804672241	0.01063571208214853	0.003681875765323639	62.20442990399897	4.693232092933613	0.07923438027501106	-1	-1.0	-1	0.01078980602324009	62.20442990399897	-1	60	16384	0.0	0.0	0.0	0.0	64.69907108135521	3.320630604401231	3.9458274841308594e-05		7.739663124084473e-05	83.48073225095868	5.299597978591919e-05		12.378063356503844	2.4500274639576674	0	4	0.9997971057891846	0.34646302461624146	0.0027728260029107332	0.00846633967012167	1					
5	0.336151733645238	16.684703826904297	0.0	0.5929354727268219	-0.013612290907820518	0.7612578001889315	1.0000020265579224	0.0003783281135838479	0.8013635142283007	1.0000005960464478	0.06084534153342247	2.9257352352142334	6.543729782104492	0.33615171909332275	1e-06	244.63257598876953	43.056166648864746	45.42578125	0.9999990463256836	0.010441084392368793	0.0	0.9999990463256836	0.010441084392368793	0.0	1.0	0.015625	0.0	1.0	0.015625	0.0	166068	166068	166068	166068.0	166068	0	2	2.0	2	0.2098741351464902	0.30455561465390857	994.8170530477971	83.46660297550261	166068	0.0	975.0	141.3671875	41.0	0.0	0.015625	16384.0	1156.0390625	2.0	0.015625	16384.0	1156.0390625	2.0	7.293636322021484	0.0020333528518676758	0.0012008680496364832	0.0013851828407496214	0.005303139798343182	0.0019641658291220665	0.07787513732910156	-0.026502370834350586	1.0020209550857544	2.6765074729919434	98.82752227783203	2.678471326828003	99.06627655029297	0.00045247485255375016	0.43553209918869573	0.0738852706302607	0.07514159381389618	0.04627298563718796	0.008135324183967896	0.003940500319004059	60.65916991047561	4.753632642663433	0.13422302529215813	-1	-1.0	-1	0.01352083683013916	60.65916991047561	-1	163	16384	0.0	0.0	0.0	0.0	64.44699131324887	3.488446168601513	3.554485738277435e-05		7.630884647369385e-05	83.46660297550261	6.819702684879303e-05		12.269979123026133	2.6166378669440746	0	5	0.9998100399971008	0.13825738430023193	0.002894066506996751	0.008410386741161346	1					
6	0.28122541261836886	19.154062271118164	0.0	0.5982687794245206	-0.010803273073039375	0.6958330892599546	1.000002145767212	2.4659320843056776e-06	0.7341068662129916	1.0000005960464478	0.05105021968483925	3.53714919090271	6.206428527832031	0.28122541308403015	1e-06	244.1918601989746	43.056166648864746	45.42578125	0.9999990463256836	0.013736337423324585	0.0	0.9999990463256836	0.013736337423324585	0.0	1.0	0.03125	0.0	1.0	0.03125	0.0	208951	208951	208951	208951.0	208951	0	2	2.0	2	0.21710151456630028	0.3131044934431828	1050.195614613099	99.48194274120033	208951	0.0	756.0	125.8203125	53.0	0.0	0.0234375	16384.0	1506.609375	2.0	0.0234375	16384.0	1506.609375	2.0	0.5360864400863647	0.0025457143783569336	0.0012359522515907884	0.0012041180161759257	0.004512749146670103	0.0019086884567514062	0.07299232482910156	-0.04098367691040039	1.0019651651382446	2.6946001052856445	179.388427734375	2.6965086460113525	179.7489776611328	0.0002989640267752627	0.3987351465881147	0.07288976872289826	0.06246883235871792	0.02320677973330021	0.006595504790311679	0.004188645631074905	71.9654068313539	6.786383273967658	0.12388897314667702	-1	-1.0	-1	0.02320677973330021	71.96465689502656	-1	65	16384	0.0	0.0	0.0	0.0	76.89447807893157	4.14891386590898	4.07882034778595e-05		8.6197629570961e-05	99.48194274120033	6.381422281265259e-05		15.230390064418316	2.54700337164104	0	6	0.9998399019241333	0.12240281701087952	0.0026617893017828465	0.007614107336848974	1					
7	0.4691482074558735	19.68577766418457	0.0	0.599986902305058	-0.01916579090590988	0.8181794370923724	1.000002145767212	3.337979796924628e-05	0.8697115693773542	1.0000004768371582	0.05588609725236893	2.281006097793579	7.017571449279785	0.4691482186317444	1e-06	243.99923706054688	43.056166648864746	45.42578125	0.9999990463256836	0.013873419724404812	0.0	0.9999990463256836	0.013873419724404812	0.0	1.0	0.0234375	0.0	1.0	0.0234375	0.0	108209	108209	108209	108209.0	108209	0	2	2.0	2	0.20776275682167222	0.27781374843912493	1622.026038630473	33.356122966855764	108209	0.0	531.0	122.328125	54.0	0.0	0.0	5630.0	723.0546875	2.0	0.0	5630.0	723.0546875	2.0	6.747274875640869	0.0026780366897583008	0.001200545928440988	0.0010665778536349535	0.005863010883331299	0.0023688641376793385	0.06640863418579102	-0.06297779083251953	1.002445936203003	2.6155624389648438	165.00628662109375	2.617931365966797	165.56228637695312	0.0005925052892297082	0.22362723928538805	0.06979014742222832	0.0641144048422575	0.03537886403501034	0.007434368599206209	0.003929181024432182	19.249714855104685	2.8889207583270036	0.07317249663174152	-1	-1.0	-1	0.008360257372260094	19.249714855104685	-1	75	5630	0.0	0.0	0.0	0.0	20.69692462310195	2.3098716232925653	4.02890145778656e-05		5.62816858291626e-05	33.356122966855764	6.609223783016205e-05		7.551922062411904	2.2412420008331537	0	7	0.9997135400772095	0.12225604057312012	0.003927417099475861	0.009688167832791805	1					
8	0.2972109764814377	19.884538650512695	0.0	0.5396179299462925	-0.012021155964413827	0.7768614969470284	1.0000020265579224	0.00012802291894331574	0.8190804692831907	1.0000005960464478	0.044655606150627136	2.621674060821533	5.401061534881592	0.2972109913825989	1e-06	244.81818389892578	43.056166648864746	45.42578125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175777	175777	175777	175777.0	175777	0	2	2.0	2	0.21756753732819548	0.3132078244518918	1030.7945172413433	85.2628710474819	175777	0.0	756.0	130.34375	44.0	0.0	0.015625	16384.0	1242.9140625	2.0	0.015625	16384.0	1242.9140625	2.0	0.9140883684158325	0.0021027326583862305	0.0010733491508290172	0.0010968800634145737	0.005467129871249199	0.001316324109211564	0.07728910446166992	-0.06104564666748047	1.0013980865478516	2.8299646377563477	205.5662078857422	2.8312807083129883	207.82911682128906	0.00037407672173574993	0.4181236413603645	0.07102419806597451	0.06575408391654491	0.021269069984555244	0.006777966438676231	0.0039405375719070435	62.93331562541425	5.250991795983282	0.10358788259327412	-1	-1.0	-1	0.018098078668117523	62.933016488328576	-1	146	16384	0.0	0.0	0.0	0.0	66.52054447494447	3.460546839982271	6.32256269454956e-05		5.14443963766098e-05	85.2628710474819	5.947612226009369e-05		12.484420463442802	2.2175790518522263	0	8	0.9998297095298767	0.19071096181869507	0.0027331141754984856	0.00808484386652708	1					
9	0.3293066333862953	15.657608985900879	0.0	0.4821956343948841	-0.01410791763337329	0.8738465011119843	1.0000020265579224	0.0001053221567417495	0.9129909753799439	1.0000005960464478	0.02881355583667755	1.5907450914382935	4.472469329833984	0.32930663228034973	1e-06	244.99774932861328	43.056166648864746	45.42578125	0.9999990463256836	0.00046030536759644747	0.0	0.9999990463256836	0.00046030536759644747	0.0	1.0	0.0078125	0.0	1.0	0.0078125	0.0	156463	156463	156463	156463.0	156463	0	2	2.0	2	0.21570500925803704	0.30083468408231745	952.5096381390857	82.1319773234427	156463	0.0	538.0	136.1328125	51.0	0.0	0.015625	16384.0	1086.234375	2.0	0.015625	16384.0	1086.234375	2.0	-0.09108686447143555	0.001128554344177246	0.0008135003154166043	0.001065557706169784	0.006006170529872179	0.001139870029874146	0.04183769226074219	-0.07202768325805664	1.0012260675430298	2.4364123344421387	72.64523315429688	2.4375522136688232	72.3331069946289	0.00037555387137855236	0.4602855698228479	0.07710884738079149	0.05876028537750244	0.016399556770920753	0.0065417638688813895	0.0037693437188863754	60.47082254849374	4.362750504384167	0.0783142652362585	-1	-1.0	-1	0.013292567804455757	60.469786362722516	-1	127	16384	0.0	0.0	0.0	0.0	63.99718505702913	3.2273968551307917	3.160722553730011e-05		6.019510328769684e-05	82.1319773234427	6.880611181259155e-05		12.064681587740779	2.196126811206341	0	9	0.9998143911361694	0.16322696208953857	0.002534414641559124	0.0079093212261796	1					
10	0.4065393293276429	16.06546974182129	0.0	0.5595520250499249	-0.016225837578531355	0.8736497834324837	1.000002145767212	0.00031489692628383636	0.9185090586543083	1.0000004768371582	0.07229823619127274	1.6864233016967773	5.134082794189453	0.40653932094573975	1e-06	244.75141143798828	43.056166648864746	45.42578125	0.9999990463256836	0.008546925149857998	0.0	0.9999990463256836	0.008546925149857998	0.0	1.0	0.015625	0.0	1.0	0.015625	0.0	129717	129717	129717	129717.0	129717	0	2	2.0	2	0.20677696558886235	0.2984592125528696	1269.8962265154466	51.0738583561033	129717	0.0	425.0	130.421875	46.0	0.0	0.0	10656.0	882.9921875	2.0	0.0	10656.0	882.9921875	2.0	1.9388222694396973	0.0018641948699951172	0.0009822614956647158	0.0010329651413485408	0.004325392656028271	-3.578999894671142e-05	0.03653383255004883	-0.042649269104003906	0.9999987483024597	2.486546039581299	122.12467956542969	2.4865102767944336	120.5992431640625	0.0005335488207104959	0.32246447342511375	0.0711728742603156	0.0692103523761034	0.038912467658519745	0.006914364421390928	0.0038569625467061996	34.56777182593942	3.7083422124414938	0.23948773741722107	-1	-1.0	-1	0.0096396803855896	34.56777182593942	-1	149	10656	0.0	0.0	0.0	0.0	36.445902179926634	2.622707277536392	4.790350794792175e-05		5.273893475532532e-05	51.0738583561033	6.708316504955292e-05		9.232331730425358	2.1960202623158693	0	10	0.9997451305389404	0.17886486649513245	0.0033548998180776834	0.009061682969331741	1					
